SR No,출처,파일목록,공정,Tag No 수정,카테고리,클래스,타입,C|C|T
DOF522004729,1.0PID,"522FT-022C-001.pdf,D-522-A207C,설비포탈",522,522-FT-929B,INSTRUMENT,FLOW,"TX, FLOW, DIFFERENTIAL PRESSURE","INSTRUMENT|FLOW|TX, FLOW, DIFFERENTIAL PRESSURE"
DOF522004828,1.0PID,"522FT-022C-001.pdf,522FT-212.pdf,D-522-A207D,D7S38-522-J001-FLOW_522Flow,설비포탈",522,522-FT-212,INSTRUMENT,FLOW,"TX, FLOW, DIFFERENTIAL PRESSURE","INSTRUMENT|FLOW|TX, FLOW, DIFFERENTIAL PRESSURE"
DOF522004885,1.0PID,D-522-A207D,522,522-FT-203[2],INSTRUMENT,FLOW,"TX, FLOW, DIFFERENTIAL PRESSURE","INSTRUMENT|FLOW|TX, FLOW, DIFFERENTIAL PRESSURE"
DOF522004973,1.0PID,"D-522-A208,D7S38-522-J001-FLOW_522Flow,Differential Pressure Transmitter Data Sheet 자료.xlsx,설비포탈",522,522-FT-031,INSTRUMENT,FLOW,"TX, FLOW, DIFFERENTIAL PRESSURE","INSTRUMENT|FLOW|TX, FLOW, DIFFERENTIAL PRESSURE"
DOF522004984,1.0PID,"D-522-A208,D7S38-522-J001-FLOW_522Flow,Differential Pressure Transmitter Data Sheet 자료.xlsx,설비포탈",522,522-FT-032,INSTRUMENT,FLOW,"TX, FLOW, DIFFERENTIAL PRESSURE","INSTRUMENT|FLOW|TX, FLOW, DIFFERENTIAL PRESSURE"
DOF522004985,1.0PID,"D-522-A208,D7S38-522-J001-FLOW_522Flow,Differential Pressure Transmitter Data Sheet 자료.xlsx,설비포탈",522,522-FT-033,INSTRUMENT,FLOW,"TX, FLOW, DIFFERENTIAL PRESSURE","INSTRUMENT|FLOW|TX, FLOW, DIFFERENTIAL PRESSURE"
DOF522005035,1.0PID,"D-522-A208,D7S38-522-J001-FLOW_522Flow,Differential Pressure Transmitter Data Sheet 자료.xlsx,설비포탈",522,522-FT-034,INSTRUMENT,FLOW,"TX, FLOW, DIFFERENTIAL PRESSURE","INSTRUMENT|FLOW|TX, FLOW, DIFFERENTIAL PRESSURE"
DOF522005085,1.0PID,"D-522-A208,D7S38-522-J001-FLOW_522Flow,Differential Pressure Transmitter Data Sheet 자료.xlsx,설비포탈",522,522-FT-035,INSTRUMENT,FLOW,"TX, FLOW, DIFFERENTIAL PRESSURE","INSTRUMENT|FLOW|TX, FLOW, DIFFERENTIAL PRESSURE"
DOF522005256,1.0PID,"D-522-A209,D7S38-522-J001-FLOW_522Flow,설비포탈",522,522-FT-114,INSTRUMENT,FLOW,"TX, FLOW, DIFFERENTIAL PRESSURE","INSTRUMENT|FLOW|TX, FLOW, DIFFERENTIAL PRESSURE"
DOF522005296,1.0PID,"D-522-A209,D7S38-522-J001-FLOW_522Flow,Differential Pressure Transmitter Data Sheet 자료.xlsx,설비포탈",522,522-FT-037,INSTRUMENT,FLOW,"TX, FLOW, DIFFERENTIAL PRESSURE","INSTRUMENT|FLOW|TX, FLOW, DIFFERENTIAL PRESSURE"
DOF522005306,1.0PID,"D-522-A209,D7S38-522-J001-FLOW_522Flow,Differential Pressure Transmitter Data Sheet 자료.xlsx,설비포탈",522,522-FT-036,INSTRUMENT,FLOW,"TX, FLOW, DIFFERENTIAL PRESSURE","INSTRUMENT|FLOW|TX, FLOW, DIFFERENTIAL PRESSURE"
DOF522005515,1.0PID,"D-522-A210,D7S38-522-J001-FLOW_522Flow,Differential Pressure Transmitter Data Sheet 자료.xlsx,설비포탈",522,522-FT-038,INSTRUMENT,FLOW,"TX, FLOW, DIFFERENTIAL PRESSURE","INSTRUMENT|FLOW|TX, FLOW, DIFFERENTIAL PRESSURE"
DOF522005542,1.0PID,"D-522-A210,D7S38-522-J001-FLOW_522Flow,Differential Pressure Transmitter Data Sheet 자료.xlsx,설비포탈",522,522-FT-030,INSTRUMENT,FLOW,"TX, FLOW, DIFFERENTIAL PRESSURE","INSTRUMENT|FLOW|TX, FLOW, DIFFERENTIAL PRESSURE"
DOF522005578,1.0PID,"D-522-A212,D7S38-522-J001-FLOW_522Flow,Differential Pressure Transmitter Data Sheet 자료.xlsx,설비포탈",522,522-FT-044,INSTRUMENT,FLOW,"TX, FLOW, DIFFERENTIAL PRESSURE","INSTRUMENT|FLOW|TX, FLOW, DIFFERENTIAL PRESSURE"
DOF522005618,1.0PID,"D-522-A212,D7S38-522-J001-FLOW_522Flow,Differential Pressure Transmitter Data Sheet 자료.xlsx,설비포탈",522,522-FT-078,INSTRUMENT,FLOW,"TX, FLOW, DIFFERENTIAL PRESSURE","INSTRUMENT|FLOW|TX, FLOW, DIFFERENTIAL PRESSURE"
DOF522005677,1.0PID,"D-522-A212,D7S38-522-J001-FLOW_522Flow,Differential Pressure Transmitter Data Sheet 자료.xlsx,설비포탈",522,522-FT-070,INSTRUMENT,FLOW,"TX, FLOW, DIFFERENTIAL PRESSURE","INSTRUMENT|FLOW|TX, FLOW, DIFFERENTIAL PRESSURE"
DOF522005729,1.0PID,"522FT-022C-001.pdf,D-522-A213,D7S38-522-J001-FLOW_522Flow,설비포탈",522,522-FT-071C,INSTRUMENT,FLOW,"TX, FLOW, DIFFERENTIAL PRESSURE","INSTRUMENT|FLOW|TX, FLOW, DIFFERENTIAL PRESSURE"
DOF522005745,1.0PID,"522FT-022C-001.pdf,D-522-A213,D7S38-522-J001-FLOW_522Flow,설비포탈",522,522-FT-071D,INSTRUMENT,FLOW,"TX, FLOW, DIFFERENTIAL PRESSURE","INSTRUMENT|FLOW|TX, FLOW, DIFFERENTIAL PRESSURE"
DOF522005748,1.0PID,"D-522-A213,D7S38-522-J001-FLOW_522Flow,Differential Pressure Transmitter Data Sheet 자료.xlsx,설비포탈",522,522-FT-082,INSTRUMENT,FLOW,"TX, FLOW, DIFFERENTIAL PRESSURE","INSTRUMENT|FLOW|TX, FLOW, DIFFERENTIAL PRESSURE"
DOF522005757,1.0PID,"D-522-A213,D7S38-522-J001-FLOW_522Flow,Differential Pressure Transmitter Data Sheet 자료.xlsx,설비포탈",522,522-FT-071B,INSTRUMENT,FLOW,"TX, FLOW, DIFFERENTIAL PRESSURE","INSTRUMENT|FLOW|TX, FLOW, DIFFERENTIAL PRESSURE"
DOF522005836,1.0PID,"D-522-A214,D7S38-522-J001-FLOW_522Flow,Differential Pressure Transmitter Data Sheet 자료.xlsx,설비포탈",522,522-FT-042,INSTRUMENT,FLOW,"TX, FLOW, DIFFERENTIAL PRESSURE","INSTRUMENT|FLOW|TX, FLOW, DIFFERENTIAL PRESSURE"
DOF522005930,1.0PID,"522FT-022C-001.pdf,D-522-A214A,설비포탈",522,522-FT-209,INSTRUMENT,FLOW,"TX, FLOW, DIFFERENTIAL PRESSURE","INSTRUMENT|FLOW|TX, FLOW, DIFFERENTIAL PRESSURE"
DOF522005938,1.0PID,"D-522-A214A,D7S38-522-J001-FLOW_522Flow,Differential Pressure Transmitter Data Sheet 자료.xlsx,설비포탈",522,522-FT-073,INSTRUMENT,FLOW,"TX, FLOW, DIFFERENTIAL PRESSURE","INSTRUMENT|FLOW|TX, FLOW, DIFFERENTIAL PRESSURE"
DOF522009227,1.0PID,"D-522-A108B,D7S38-522-J001-FLOW_522Flow,Differential Pressure Transmitter Data Sheet 자료.xlsx,설비포탈",522,522-FT-045B,INSTRUMENT,FLOW,"TX, FLOW, DIFFERENTIAL PRESSURE","INSTRUMENT|FLOW|TX, FLOW, DIFFERENTIAL PRESSURE"
DOF522009228,1.0PID,"D-522-A108B,D7S38-522-J001-FLOW_522Flow,Differential Pressure Transmitter Data Sheet 자료.xlsx,설비포탈",522,522-FT-045C,INSTRUMENT,FLOW,"TX, FLOW, DIFFERENTIAL PRESSURE","INSTRUMENT|FLOW|TX, FLOW, DIFFERENTIAL PRESSURE"
HB252928,5.설비넷+포탈 설비 ID,설비포탈,522,522-FT-203A,INSTRUMENT,FLOW,"TX, FLOW, DIFFERENTIAL PRESSURE","INSTRUMENT|FLOW|TX, FLOW, DIFFERENTIAL PRESSURE"
DOF522009168,1.0PID,"KW-100909P0368SYP002-100909-000,설비포탈",522,522-FT-159A,INSTRUMENT,FLOW,"TX, FLOW, TURBINE METER","INSTRUMENT|FLOW|TX, FLOW, TURBINE METER"
DOF522009169,1.0PID,"KW-100909P0368SYP002-100909-000,설비포탈",522,522-FT-159B,INSTRUMENT,FLOW,"TX, FLOW, TURBINE METER","INSTRUMENT|FLOW|TX, FLOW, TURBINE METER"
DOF522009170,1.0PID,"KW-100909P0368SYP002-100909-000,설비포탈",522,522-FT-159C,INSTRUMENT,FLOW,"TX, FLOW, TURBINE METER","INSTRUMENT|FLOW|TX, FLOW, TURBINE METER"
DOF522009171,1.0PID,"KW-100909P0368SYP002-100909-000,설비포탈",522,522-FT-159D,INSTRUMENT,FLOW,"TX, FLOW, TURBINE METER","INSTRUMENT|FLOW|TX, FLOW, TURBINE METER"
DOF522001635,1.0PID,"B7S38-522-A906,B7S38-522-A906|Rotameter and Purge Meter Data Sheet.xlsx,D7S38-522-J001-FLOW_522ROTA,설비포탈",522,522-FI-001,INSTRUMENT,FLOW,"GAUGE, FLOW (ROTAMETER)","INSTRUMENT|FLOW|GAUGE, FLOW (ROTAMETER)"
AD12250,2.1.INSTRUMENT SCHEDULE,"D7S38-522-J001-FLOW_522SG,설비포탈",522,522-SG-103A2,INSTRUMENT,FLOW,SIGHT GLASS,INSTRUMENT|FLOW|SIGHT GLASS
AD12255,2.1.INSTRUMENT SCHEDULE,"D7S38-522-J001-FLOW_522SG,설비포탈",522,522-SG-106A1,INSTRUMENT,FLOW,SIGHT GLASS,INSTRUMENT|FLOW|SIGHT GLASS
AD12256,2.1.INSTRUMENT SCHEDULE,"D7S38-522-J001-FLOW_522SG,설비포탈",522,522-SG-106A2,INSTRUMENT,FLOW,SIGHT GLASS,INSTRUMENT|FLOW|SIGHT GLASS
AD12257,2.1.INSTRUMENT SCHEDULE,"D7S38-522-J001-FLOW_522SG,설비포탈",522,522-SG-106A3,INSTRUMENT,FLOW,SIGHT GLASS,INSTRUMENT|FLOW|SIGHT GLASS
AD12258,2.1.INSTRUMENT SCHEDULE,"D7S38-522-J001-FLOW_522SG,설비포탈",522,522-SG-106A4,INSTRUMENT,FLOW,SIGHT GLASS,INSTRUMENT|FLOW|SIGHT GLASS
AD12259,2.1.INSTRUMENT SCHEDULE,"D7S38-522-J001-FLOW_522SG,설비포탈",522,522-SG-106A5,INSTRUMENT,FLOW,SIGHT GLASS,INSTRUMENT|FLOW|SIGHT GLASS
AD12267,2.1.INSTRUMENT SCHEDULE,D7S38-522-J001-FLOW_522SG,522,522-SG-15B1,INSTRUMENT,FLOW,SIGHT GLASS,INSTRUMENT|FLOW|SIGHT GLASS
DOF522000017,1.0PID,"24079-0007-10,설비포탈",522,522-SG-005,INSTRUMENT,FLOW,SIGHT GLASS,INSTRUMENT|FLOW|SIGHT GLASS
DOF522000035,1.0PID,"3FS-46468,설비포탈",522,522-SG-300A,INSTRUMENT,FLOW,SIGHT GLASS,INSTRUMENT|FLOW|SIGHT GLASS
DOF522000036,1.0PID,"3FS-46468,설비포탈",522,522-SG-300B,INSTRUMENT,FLOW,SIGHT GLASS,INSTRUMENT|FLOW|SIGHT GLASS
DOF522000037,1.0PID,"3FS-46468,설비포탈",522,522-SG-301A,INSTRUMENT,FLOW,SIGHT GLASS,INSTRUMENT|FLOW|SIGHT GLASS
DOF522000038,1.0PID,"3FS-46468,설비포탈",522,522-SG-301B,INSTRUMENT,FLOW,SIGHT GLASS,INSTRUMENT|FLOW|SIGHT GLASS
DOF522000039,1.0PID,"3FS-46468,설비포탈",522,522-SG-302A,INSTRUMENT,FLOW,SIGHT GLASS,INSTRUMENT|FLOW|SIGHT GLASS
DOF522000040,1.0PID,"3FS-46468,설비포탈",522,522-SG-302B,INSTRUMENT,FLOW,SIGHT GLASS,INSTRUMENT|FLOW|SIGHT GLASS
DOF522000048,1.0PID,"3FS-46468,설비포탈",522,522-SG-303A,INSTRUMENT,FLOW,SIGHT GLASS,INSTRUMENT|FLOW|SIGHT GLASS
DOF522000049,1.0PID,"3FS-46468,설비포탈",522,522-SG-303B,INSTRUMENT,FLOW,SIGHT GLASS,INSTRUMENT|FLOW|SIGHT GLASS
DOF522004524,1.0PID,D-522-A207A,522,522-SG-111,INSTRUMENT,FLOW,SIGHT GLASS,INSTRUMENT|FLOW|SIGHT GLASS
DOF522005200,1.0PID,"D-522-A209,D7S38-522-J001-FLOW_522SG,설비포탈",522,522-SG-001,INSTRUMENT,FLOW,SIGHT GLASS,INSTRUMENT|FLOW|SIGHT GLASS
DOF522007458,1.0PID,F-501-A122M,522,522-SG-102A,INSTRUMENT,FLOW,SIGHT GLASS,INSTRUMENT|FLOW|SIGHT GLASS
DOF522007459,1.0PID,F-501-A122M,522,522-SG-102B,INSTRUMENT,FLOW,SIGHT GLASS,INSTRUMENT|FLOW|SIGHT GLASS
DOF522007660,1.0PID,F-501-A122N,522,522-SG-190A,INSTRUMENT,FLOW,SIGHT GLASS,INSTRUMENT|FLOW|SIGHT GLASS
DOF522007664,1.0PID,F-501-A122N,522,522-SG-190B,INSTRUMENT,FLOW,SIGHT GLASS,INSTRUMENT|FLOW|SIGHT GLASS
DOF522007689,1.0PID,"D7S38-522-J001-FLOW_522SG,F-501-A122N,설비포탈",522,522-SG-150A1,INSTRUMENT,FLOW,SIGHT GLASS,INSTRUMENT|FLOW|SIGHT GLASS
DOF522007690,1.0PID,"F-501-A122N,설비포탈",522,522-SG-150B1,INSTRUMENT,FLOW,SIGHT GLASS,INSTRUMENT|FLOW|SIGHT GLASS
DOF522007943,1.0PID,"D7S38-522-J001-FLOW_522SG,F-501-A122O-1,설비포탈",522,522-SG-157A1,INSTRUMENT,FLOW,SIGHT GLASS,INSTRUMENT|FLOW|SIGHT GLASS
DOF522007944,1.0PID,"D7S38-522-J001-FLOW_522SG,F-501-A122O-1,설비포탈",522,522-SG-157B1,INSTRUMENT,FLOW,SIGHT GLASS,INSTRUMENT|FLOW|SIGHT GLASS
DOF522008103,1.0PID,"D7S38-522-J001-FLOW_522SG,F-501-A122P,설비포탈",522,522-SG-103A1,INSTRUMENT,FLOW,SIGHT GLASS,INSTRUMENT|FLOW|SIGHT GLASS
DOF522008104,1.0PID,"D7S38-522-J001-FLOW_522SG,F-501-A122P,설비포탈",522,522-SG-105A1,INSTRUMENT,FLOW,SIGHT GLASS,INSTRUMENT|FLOW|SIGHT GLASS
DOF522008110,1.0PID,"D7S38-522-J001-FLOW_522SG,F-501-A122P,설비포탈",522,522-SG-103B1,INSTRUMENT,FLOW,SIGHT GLASS,INSTRUMENT|FLOW|SIGHT GLASS
DOF522008111,1.0PID,"D7S38-522-J001-FLOW_522SG,F-501-A122P,설비포탈",522,522-SG-104A1,INSTRUMENT,FLOW,SIGHT GLASS,INSTRUMENT|FLOW|SIGHT GLASS
DOF522008112,1.0PID,"D7S38-522-J001-FLOW_522SG,F-501-A122P,설비포탈",522,522-SG-104B1,INSTRUMENT,FLOW,SIGHT GLASS,INSTRUMENT|FLOW|SIGHT GLASS
DOF522008113,1.0PID,"D7S38-522-J001-FLOW_522SG,F-501-A122P,설비포탈",522,522-SG-105B1,INSTRUMENT,FLOW,SIGHT GLASS,INSTRUMENT|FLOW|SIGHT GLASS
DOF522008114,1.0PID,F-501-A122P,522,522-SG-105C1,INSTRUMENT,FLOW,SIGHT GLASS,INSTRUMENT|FLOW|SIGHT GLASS
DOF522008117,1.0PID,F-501-A122P,522,522-SG-104A2,INSTRUMENT,FLOW,SIGHT GLASS,INSTRUMENT|FLOW|SIGHT GLASS
DOF522008118,1.0PID,"D7S38-522-J001-FLOW_522SG,F-501-A122P,설비포탈",522,522-SG-104B2,INSTRUMENT,FLOW,SIGHT GLASS,INSTRUMENT|FLOW|SIGHT GLASS
DOF522008235,1.0PID,"D7S38-522-J001-FLOW_522SG,F-501-A122P-1,설비포탈",522,522-SG-501A1,INSTRUMENT,FLOW,SIGHT GLASS,INSTRUMENT|FLOW|SIGHT GLASS
DOF522008236,1.0PID,"D7S38-522-J001-FLOW_522SG,F-501-A122P-1,설비포탈",522,522-SG-501B1,INSTRUMENT,FLOW,SIGHT GLASS,INSTRUMENT|FLOW|SIGHT GLASS
DOF522008237,1.0PID,"D7S38-522-J001-FLOW_522SG,F-501-A122P-1,설비포탈",522,522-SG-156A1,INSTRUMENT,FLOW,SIGHT GLASS,INSTRUMENT|FLOW|SIGHT GLASS
DOF522008238,1.0PID,"D7S38-522-J001-FLOW_522SG,F-501-A122P-1,설비포탈",522,522-SG-156B1,INSTRUMENT,FLOW,SIGHT GLASS,INSTRUMENT|FLOW|SIGHT GLASS
DOF522008239,1.0PID,"D7S38-522-J001-FLOW_522SG,F-501-A122P-1,설비포탈",522,522-SG-501A2,INSTRUMENT,FLOW,SIGHT GLASS,INSTRUMENT|FLOW|SIGHT GLASS
DOF522008240,1.0PID,"D7S38-522-J001-FLOW_522SG,F-501-A122P-1,설비포탈",522,522-SG-501B2,INSTRUMENT,FLOW,SIGHT GLASS,INSTRUMENT|FLOW|SIGHT GLASS
DOF522008368,1.0PID,"D7S38-522-J001-FLOW_522SG,F-501-A122Q,설비포탈",522,522-SG-106B1,INSTRUMENT,FLOW,SIGHT GLASS,INSTRUMENT|FLOW|SIGHT GLASS
DOF522008375,1.0PID,F-501-A122Q,522,522-SG-106C1,INSTRUMENT,FLOW,SIGHT GLASS,INSTRUMENT|FLOW|SIGHT GLASS
DOF522008376,1.0PID,F-501-A122Q,522,522-SG-106D1,INSTRUMENT,FLOW,SIGHT GLASS,INSTRUMENT|FLOW|SIGHT GLASS
DOF522008499,1.0PID,"D7S38-522-J001-FLOW_522SG,F-501-A122Q,설비포탈",522,522-SG-106B2,INSTRUMENT,FLOW,SIGHT GLASS,INSTRUMENT|FLOW|SIGHT GLASS
DOF522008506,1.0PID,F-501-A122Q,522,522-SG-106C2,INSTRUMENT,FLOW,SIGHT GLASS,INSTRUMENT|FLOW|SIGHT GLASS
DOF522008507,1.0PID,F-501-A122Q,522,522-SG-106D2,INSTRUMENT,FLOW,SIGHT GLASS,INSTRUMENT|FLOW|SIGHT GLASS
DOF522008575,1.0PID,"D7S38-522-J001-FLOW_522SG,F-501-A122Q,설비포탈",522,522-SG-106B3,INSTRUMENT,FLOW,SIGHT GLASS,INSTRUMENT|FLOW|SIGHT GLASS
DOF522008576,1.0PID,F-501-A122Q,522,522-SG-106C3,INSTRUMENT,FLOW,SIGHT GLASS,INSTRUMENT|FLOW|SIGHT GLASS
DOF522008577,1.0PID,F-501-A122Q,522,522-SG-106D3,INSTRUMENT,FLOW,SIGHT GLASS,INSTRUMENT|FLOW|SIGHT GLASS
DOF522008580,1.0PID,"D7S38-522-J001-FLOW_522SG,F-501-A122Q,설비포탈",522,522-SG-106B4,INSTRUMENT,FLOW,SIGHT GLASS,INSTRUMENT|FLOW|SIGHT GLASS
DOF522008581,1.0PID,F-501-A122Q,522,522-SG-106C4,INSTRUMENT,FLOW,SIGHT GLASS,INSTRUMENT|FLOW|SIGHT GLASS
DOF522008582,1.0PID,F-501-A122Q,522,522-SG-106D4,INSTRUMENT,FLOW,SIGHT GLASS,INSTRUMENT|FLOW|SIGHT GLASS
DOF522008587,1.0PID,"D7S38-522-J001-FLOW_522SG,F-501-A122Q,설비포탈",522,522-SG-106B5,INSTRUMENT,FLOW,SIGHT GLASS,INSTRUMENT|FLOW|SIGHT GLASS
DOF522008588,1.0PID,F-501-A122Q,522,522-SG-106C5,INSTRUMENT,FLOW,SIGHT GLASS,INSTRUMENT|FLOW|SIGHT GLASS
DOF522008589,1.0PID,F-501-A122Q,522,522-SG-106D5,INSTRUMENT,FLOW,SIGHT GLASS,INSTRUMENT|FLOW|SIGHT GLASS
DOF522008591,1.0PID,"D7S38-522-J001-FLOW_522SG,F-501-A122Q,설비포탈",522,522-SG-106B6,INSTRUMENT,FLOW,SIGHT GLASS,INSTRUMENT|FLOW|SIGHT GLASS
DOF522008592,1.0PID,F-501-A122Q,522,522-SG-106C6,INSTRUMENT,FLOW,SIGHT GLASS,INSTRUMENT|FLOW|SIGHT GLASS
DOF522008593,1.0PID,F-501-A122Q,522,522-SG-106D6,INSTRUMENT,FLOW,SIGHT GLASS,INSTRUMENT|FLOW|SIGHT GLASS
AD12177,2.1.INSTRUMENT SCHEDULE,"D7S38-522-J001-FLOW_522Flow,설비포탈",522,522-FE-076,INSTRUMENT,FLOW,"ELEMENT, ORIFICE","INSTRUMENT|FLOW|ELEMENT, ORIFICE"
AD12200,2.1.INSTRUMENT SCHEDULE,"D7S38-522-J001-FLOW_522Flow,설비포탈",522,522-FE-081,INSTRUMENT,FLOW,"ELEMENT, ORIFICE","INSTRUMENT|FLOW|ELEMENT, ORIFICE"
DOF522000441,1.0PID,"522-FE-072.pdf,B7S38-522-A721,B7S38-522-A721|Orifice Plate and Flange Data Sheet.xlsx,D7S38-522-J001-FLOW_522Flow,설비포탈",522,522-FE-072,INSTRUMENT,FLOW,"ELEMENT, ORIFICE","INSTRUMENT|FLOW|ELEMENT, ORIFICE"
DOF522000687,1.0PID,B7S38-522-A901,522,522-FE-087,INSTRUMENT,FLOW,"ELEMENT, ORIFICE","INSTRUMENT|FLOW|ELEMENT, ORIFICE"
DOF522000698,1.0PID,"522-FE-057.pdf,B7S38-522-A901,D7S38-522-J001-FLOW_522Flow",522,522-FE-057,INSTRUMENT,FLOW,"ELEMENT, ORIFICE","INSTRUMENT|FLOW|ELEMENT, ORIFICE"
DOF522000763,1.0PID,"522-FE-074.pdf,B7S38-522-A901,B7S38-522-A901|Orifice Plate and Flange Data Sheet.xlsx,D7S38-522-J001-FLOW_522Flow,설비포탈",522,522-FE-074,INSTRUMENT,FLOW,"ELEMENT, ORIFICE","INSTRUMENT|FLOW|ELEMENT, ORIFICE"
DOF522000778,1.0PID,"522-FE-055.pdf,B7S38-522-A901,D7S38-522-J001-FLOW_522Flow",522,522-FE-055,INSTRUMENT,FLOW,"ELEMENT, ORIFICE","INSTRUMENT|FLOW|ELEMENT, ORIFICE"
DOF522000801,1.0PID,"522-FE-056.tif,B7S38-522-A901,B7S38-522-A901|Orifice Plate and Flange Data Sheet.xlsx,D7S38-522-J001-FLOW_522Flow,설비포탈",522,522-FE-056,INSTRUMENT,FLOW,"ELEMENT, ORIFICE","INSTRUMENT|FLOW|ELEMENT, ORIFICE"
DOF522000904,1.0PID,"B7S38-522-A901,D7S38-522-J001-FLOW_522Flow,설비포탈",522,522-FE-084,INSTRUMENT,FLOW,"ELEMENT, ORIFICE","INSTRUMENT|FLOW|ELEMENT, ORIFICE"
DOF522001181,1.0PID,"522-FE-059.pdf,B7S38-522-A902,B7S38-522-A902|Orifice Plate and Flange Data Sheet.xlsx,D7S38-522-J001-FLOW_522Flow,설비포탈",522,522-FE-059,INSTRUMENT,FLOW,"ELEMENT, ORIFICE","INSTRUMENT|FLOW|ELEMENT, ORIFICE"
DOF522001193,1.0PID,"522-FE-060.pdf,B7S38-522-A902,B7S38-522-A902|Orifice Plate and Flange Data Sheet.xlsx,D7S38-522-J001-FLOW_522Flow,설비포탈",522,522-FE-060,INSTRUMENT,FLOW,"ELEMENT, ORIFICE","INSTRUMENT|FLOW|ELEMENT, ORIFICE"
DOF522001232,1.0PID,"B7S38-522-A902,D7S38-522-J001-FLOW_522Flow",522,522-FE-201,INSTRUMENT,FLOW,"ELEMENT, ORIFICE","INSTRUMENT|FLOW|ELEMENT, ORIFICE"
DOF522001312,1.0PID,"522-FE-062.pdf,B7S38-522-A903,B7S38-522-A903|Orifice Plate and Flange Data Sheet.xlsx,D7S38-522-J001-FLOW_522Flow,설비포탈",522,522-FE-062,INSTRUMENT,FLOW,"ELEMENT, ORIFICE","INSTRUMENT|FLOW|ELEMENT, ORIFICE"
DOF522001405,1.0PID,"522-FE-064.pdf,B7S38-522-A904,B7S38-522-A904|Orifice Plate and Flange Data Sheet.xlsx,D7S38-522-J001-FLOW_522Flow,설비포탈",522,522-FE-064,INSTRUMENT,FLOW,"ELEMENT, ORIFICE","INSTRUMENT|FLOW|ELEMENT, ORIFICE"
DOF522001423,1.0PID,"522-FE-068.tif,B7S38-522-A904,B7S38-522-A904|Orifice Plate and Flange Data Sheet.xlsx,D7S38-522-J001-FLOW_522Flow,설비포탈",522,522-FE-068,INSTRUMENT,FLOW,"ELEMENT, ORIFICE","INSTRUMENT|FLOW|ELEMENT, ORIFICE"
DOF522001482,1.0PID,"522-FE-065.pdf,B7S38-522-A905,B7S38-522-A905|Orifice Plate and Flange Data Sheet.xlsx,D7S38-522-J001-FLOW_522Flow,설비포탈",522,522-FE-065,INSTRUMENT,FLOW,"ELEMENT, ORIFICE","INSTRUMENT|FLOW|ELEMENT, ORIFICE"
DOF522001493,1.0PID,"522-FE-066.pdf,B7S38-522-A905,B7S38-522-A905|Orifice Plate and Flange Data Sheet.xlsx,D7S38-522-J001-FLOW_522Flow,설비포탈",522,522-FE-066,INSTRUMENT,FLOW,"ELEMENT, ORIFICE","INSTRUMENT|FLOW|ELEMENT, ORIFICE"
DOF522001546,1.0PID,"522-FE-079.pdf,B7S38-522-A905,B7S38-522-A905|Orifice Plate and Flange Data Sheet.xlsx,D7S38-522-J001-FLOW_522Flow,설비포탈",522,522-FE-079,INSTRUMENT,FLOW,"ELEMENT, ORIFICE","INSTRUMENT|FLOW|ELEMENT, ORIFICE"
DOF522001904,1.0PID,"522-FE-069.pdf,B7S38-522-A916,B7S38-522-A916|Orifice Plate and Flange Data Sheet.xlsx,D7S38-522-J001-FLOW_522Flow,설비포탈",522,522-FE-069,INSTRUMENT,FLOW,"ELEMENT, ORIFICE","INSTRUMENT|FLOW|ELEMENT, ORIFICE"
DOF522001918,1.0PID,"522-FE-080.pdf,B7S38-522-A916,B7S38-522-A916|Orifice Plate and Flange Data Sheet.xlsx,D7S38-522-J001-FLOW_522Flow,설비포탈",522,522-FE-080,INSTRUMENT,FLOW,"ELEMENT, ORIFICE","INSTRUMENT|FLOW|ELEMENT, ORIFICE"
DOF522002231,1.0PID,"522-FE-204.PDF,B7T35-522-A205A,B7T35-522-A205A|Orifice Plate and Flange Data Sheet.xlsx,D7S38-522-J001-FLOW_522Flow,설비포탈",522,522-FE-204,INSTRUMENT,FLOW,"ELEMENT, ORIFICE","INSTRUMENT|FLOW|ELEMENT, ORIFICE"
DOF522002242,1.0PID,"522-FE-202.PDF,B7T35-522-A205A,B7T35-522-A205A|Orifice Plate and Flange Data Sheet.xlsx,D7S38-522-J001-FLOW_522Flow,설비포탈",522,522-FE-202,INSTRUMENT,FLOW,"ELEMENT, ORIFICE","INSTRUMENT|FLOW|ELEMENT, ORIFICE"
DOF522002249,1.0PID,"522FT-022C-001.pdf,B7T35-522-A205A,D7S38-522-J001-FLOW_522Flow",522,522-FT-203[1],INSTRUMENT,FLOW,"ELEMENT, ORIFICE","INSTRUMENT|FLOW|ELEMENT, ORIFICE"
DOF522002285,1.0PID,"B7T35-522-A212A,설비포탈",522,522-FE-207,INSTRUMENT,FLOW,"ELEMENT, ORIFICE","INSTRUMENT|FLOW|ELEMENT, ORIFICE"
DOF522002297,1.0PID,"B7T35-522-A212A,설비포탈",522,522-FE-205,INSTRUMENT,FLOW,"ELEMENT, ORIFICE","INSTRUMENT|FLOW|ELEMENT, ORIFICE"
DOF522002315,1.0PID,"522-FE-001.pdf,D-522-A105,D-522-A105|Orifice Plate and Flange Data Sheet.xlsx,D7S38-522-J001-FLOW_522Flow,설비포탈",522,522-FE-001,INSTRUMENT,FLOW,"ELEMENT, ORIFICE","INSTRUMENT|FLOW|ELEMENT, ORIFICE"
