Model,SITE,공정번호(취합열),,2팀검사원,일신1차,Remark
GSO,/1209_,"리뷰 생성 중복 시 GSO는 우선순위 최후순위. 
오프사이트 모델은 공정모델과 별도 활용 검토 필요",,,,"구별 불가 시, 1공장 Offsite는 GSO 통합 리뷰 생성 = 부식관리 Only"
GSO,/1210_,"리뷰 생성 중복 시 GSO는 우선순위 최후순위. 
오프사이트 모델은 공정모델과 별도 활용 검토 필요",,,,"구별 불가 시, 1공장 Offsite는 GSO 통합 리뷰 생성 = 부식관리 Only"
GSO,/1211_,"리뷰 생성 중복 시 GSO는 우선순위 최후순위. 
오프사이트 모델은 공정모델과 별도 활용 검토 필요",,,,"구별 불가 시, 1공장 Offsite는 GSO 통합 리뷰 생성 = 부식관리 Only"
GSO,/1212_,"리뷰 생성 중복 시 GSO는 우선순위 최후순위. 
오프사이트 모델은 공정모델과 별도 활용 검토 필요",,,,"구별 불가 시, 1공장 Offsite는 GSO 통합 리뷰 생성 = 부식관리 Only"
GSO,/1213_,"리뷰 생성 중복 시 GSO는 우선순위 최후순위. 
오프사이트 모델은 공정모델과 별도 활용 검토 필요",,,,"구별 불가 시, 1공장 Offsite는 GSO 통합 리뷰 생성 = 부식관리 Only"
GSO,/1214_,"리뷰 생성 중복 시 GSO는 우선순위 최후순위. 
오프사이트 모델은 공정모델과 별도 활용 검토 필요",,,,"구별 불가 시, 1공장 Offsite는 GSO 통합 리뷰 생성 = 부식관리 Only"
GSO,/1301_,"리뷰 생성 중복 시 GSO는 우선순위 최후순위. 
오프사이트 모델은 공정모델과 별도 활용 검토 필요",,,,"구별 불가 시, 1공장 Offsite는 GSO 통합 리뷰 생성 = 부식관리 Only"
GSO,/1302_,"리뷰 생성 중복 시 GSO는 우선순위 최후순위. 
오프사이트 모델은 공정모델과 별도 활용 검토 필요",,,,"구별 불가 시, 1공장 Offsite는 GSO 통합 리뷰 생성 = 부식관리 Only"
GSO,/1303_,"리뷰 생성 중복 시 GSO는 우선순위 최후순위. 
오프사이트 모델은 공정모델과 별도 활용 검토 필요",,,,"구별 불가 시, 1공장 Offsite는 GSO 통합 리뷰 생성 = 부식관리 Only"
GSO,/1304_,"리뷰 생성 중복 시 GSO는 우선순위 최후순위. 
오프사이트 모델은 공정모델과 별도 활용 검토 필요",,,,"구별 불가 시, 1공장 Offsite는 GSO 통합 리뷰 생성 = 부식관리 Only"
GSO,/1306_,"리뷰 생성 중복 시 GSO는 우선순위 최후순위. 
오프사이트 모델은 공정모델과 별도 활용 검토 필요",,,,"구별 불가 시, 1공장 Offsite는 GSO 통합 리뷰 생성 = 부식관리 Only"
GSO,/1307_,"리뷰 생성 중복 시 GSO는 우선순위 최후순위. 
오프사이트 모델은 공정모델과 별도 활용 검토 필요",,,,"구별 불가 시, 1공장 Offsite는 GSO 통합 리뷰 생성 = 부식관리 Only"
GSO,/1405_,"리뷰 생성 중복 시 GSO는 우선순위 최후순위. 
오프사이트 모델은 공정모델과 별도 활용 검토 필요",,,,"구별 불가 시, 1공장 Offsite는 GSO 통합 리뷰 생성 = 부식관리 Only"
GSO,/1406_,"리뷰 생성 중복 시 GSO는 우선순위 최후순위. 
오프사이트 모델은 공정모델과 별도 활용 검토 필요",,,,"구별 불가 시, 1공장 Offsite는 GSO 통합 리뷰 생성 = 부식관리 Only"
GSO,/1407_,"리뷰 생성 중복 시 GSO는 우선순위 최후순위. 
오프사이트 모델은 공정모델과 별도 활용 검토 필요",,,,"구별 불가 시, 1공장 Offsite는 GSO 통합 리뷰 생성 = 부식관리 Only"
GSO,/1408_,"리뷰 생성 중복 시 GSO는 우선순위 최후순위. 
오프사이트 모델은 공정모델과 별도 활용 검토 필요",,,,"구별 불가 시, 1공장 Offsite는 GSO 통합 리뷰 생성 = 부식관리 Only"
GSO,/1409_,"리뷰 생성 중복 시 GSO는 우선순위 최후순위. 
오프사이트 모델은 공정모델과 별도 활용 검토 필요",,,,"구별 불가 시, 1공장 Offsite는 GSO 통합 리뷰 생성 = 부식관리 Only"
GSO,/1410_,"리뷰 생성 중복 시 GSO는 우선순위 최후순위. 
오프사이트 모델은 공정모델과 별도 활용 검토 필요",,,,"구별 불가 시, 1공장 Offsite는 GSO 통합 리뷰 생성 = 부식관리 Only"
GSO,/1411_,"리뷰 생성 중복 시 GSO는 우선순위 최후순위. 
오프사이트 모델은 공정모델과 별도 활용 검토 필요",,,,"구별 불가 시, 1공장 Offsite는 GSO 통합 리뷰 생성 = 부식관리 Only"
GSO,/2017-MISC,"리뷰 생성 중복 시 GSO는 우선순위 최후순위. 
오프사이트 모델은 공정모델과 별도 활용 검토 필요",,,,"구별 불가 시, 1공장 Offsite는 GSO 통합 리뷰 생성 = 부식관리 Only"
GSO,/2017-OFFSITE_STRU:ALL,"리뷰 생성 중복 시 GSO는 우선순위 최후순위. 
오프사이트 모델은 공정모델과 별도 활용 검토 필요",,,,"구별 불가 시, 1공장 Offsite는 GSO 통합 리뷰 생성 = 부식관리 Only"
GSO,/2018-OFFSITE_STRU:100,"리뷰 생성 중복 시 GSO는 우선순위 최후순위. 
오프사이트 모델은 공정모델과 별도 활용 검토 필요",,,,"구별 불가 시, 1공장 Offsite는 GSO 통합 리뷰 생성 = 부식관리 Only"
GSO,/2018-OFFSITE_STRU:200,"리뷰 생성 중복 시 GSO는 우선순위 최후순위. 
오프사이트 모델은 공정모델과 별도 활용 검토 필요",,,,"구별 불가 시, 1공장 Offsite는 GSO 통합 리뷰 생성 = 부식관리 Only"
GSO,/2018-OFFSITE_STRU:300,"리뷰 생성 중복 시 GSO는 우선순위 최후순위. 
오프사이트 모델은 공정모델과 별도 활용 검토 필요",,,,"구별 불가 시, 1공장 Offsite는 GSO 통합 리뷰 생성 = 부식관리 Only"
GSO,/2018-OFFSITE_STRU:400,"리뷰 생성 중복 시 GSO는 우선순위 최후순위. 
오프사이트 모델은 공정모델과 별도 활용 검토 필요",,,,"구별 불가 시, 1공장 Offsite는 GSO 통합 리뷰 생성 = 부식관리 Only"
GSO,/Copy-(2)-of-1307_1306_,"리뷰 생성 중복 시 GSO는 우선순위 최후순위. 
오프사이트 모델은 공정모델과 별도 활용 검토 필요",,,,제외
GSO,/Copy-of-1017_,"리뷰 생성 중복 시 GSO는 우선순위 최후순위. 
오프사이트 모델은 공정모델과 별도 활용 검토 필요",,,,제외
GSO,/Copy-of-1018_,"리뷰 생성 중복 시 GSO는 우선순위 최후순위. 
오프사이트 모델은 공정모델과 별도 활용 검토 필요",,,,제외
GSO,/Copy-of-1019_,"리뷰 생성 중복 시 GSO는 우선순위 최후순위. 
오프사이트 모델은 공정모델과 별도 활용 검토 필요",,,,제외
GSO,/Copy-of-1020_,"리뷰 생성 중복 시 GSO는 우선순위 최후순위. 
오프사이트 모델은 공정모델과 별도 활용 검토 필요",,,,제외
GSO,/Copy-of-1025_,"리뷰 생성 중복 시 GSO는 우선순위 최후순위. 
오프사이트 모델은 공정모델과 별도 활용 검토 필요",,,,제외
GSO,/Copy-of-1026_,"리뷰 생성 중복 시 GSO는 우선순위 최후순위. 
오프사이트 모델은 공정모델과 별도 활용 검토 필요",,,,제외
GSO,/Copy-of-1028_,"리뷰 생성 중복 시 GSO는 우선순위 최후순위. 
오프사이트 모델은 공정모델과 별도 활용 검토 필요",,,,제외
GSO,/Copy-of-1105_,"리뷰 생성 중복 시 GSO는 우선순위 최후순위. 
오프사이트 모델은 공정모델과 별도 활용 검토 필요",,,,제외
GSO,/Copy-of-1107_,"리뷰 생성 중복 시 GSO는 우선순위 최후순위. 
오프사이트 모델은 공정모델과 별도 활용 검토 필요",,,,제외
GSO,/Copy-of-1112_,"리뷰 생성 중복 시 GSO는 우선순위 최후순위. 
오프사이트 모델은 공정모델과 별도 활용 검토 필요",,,,제외
GSO,/Copy-of-1202_,"리뷰 생성 중복 시 GSO는 우선순위 최후순위. 
오프사이트 모델은 공정모델과 별도 활용 검토 필요",,,,제외
GSO,/Copy-of-1203_,"리뷰 생성 중복 시 GSO는 우선순위 최후순위. 
오프사이트 모델은 공정모델과 별도 활용 검토 필요",,,,제외
GSO,/Copy-of-1204_,"리뷰 생성 중복 시 GSO는 우선순위 최후순위. 
오프사이트 모델은 공정모델과 별도 활용 검토 필요",,,,제외
GSO,/Copy-of-1406_,"리뷰 생성 중복 시 GSO는 우선순위 최후순위. 
오프사이트 모델은 공정모델과 별도 활용 검토 필요",,,,제외
GSO,/Copy-of-1407_,"리뷰 생성 중복 시 GSO는 우선순위 최후순위. 
오프사이트 모델은 공정모델과 별도 활용 검토 필요",,,,제외
GSO,/Copy-of-1412_,"리뷰 생성 중복 시 GSO는 우선순위 최후순위. 
오프사이트 모델은 공정모델과 별도 활용 검토 필요",,,,제외
GSO,/CUI-MISC_DS,"리뷰 생성 중복 시 GSO는 우선순위 최후순위. 
오프사이트 모델은 공정모델과 별도 활용 검토 필요",,,,"구별 불가 시, 1공장 Offsite는 GSO 통합 리뷰 생성 = 부식관리 Only"
GSO,/FLARE_STACK,721,,,,"구별 불가 시, 1공장 Offsite는 GSO 통합 리뷰 생성 = 부식관리 Only"
GSO,/HOLD_UNIDENTIFIED,"리뷰 생성 중복 시 GSO는 우선순위 최후순위. 
오프사이트 모델은 공정모델과 별도 활용 검토 필요",,,,"구별 불가 시, 1공장 Offsite는 GSO 통합 리뷰 생성 = 부식관리 Only"
GSO,/PIPEWAY_UNIT_001,"리뷰 생성 중복 시 GSO는 우선순위 최후순위. 
오프사이트 모델은 공정모델과 별도 활용 검토 필요",,,,"구별 불가 시, 1공장 Offsite는 GSO 통합 리뷰 생성 = 부식관리 Only"
GSO,/PIPEWAY_UNIT_002,"리뷰 생성 중복 시 GSO는 우선순위 최후순위. 
오프사이트 모델은 공정모델과 별도 활용 검토 필요",,,,"구별 불가 시, 1공장 Offsite는 GSO 통합 리뷰 생성 = 부식관리 Only"
GSO,/PIPEWAY_UNIT_003,"리뷰 생성 중복 시 GSO는 우선순위 최후순위. 
오프사이트 모델은 공정모델과 별도 활용 검토 필요",,,,"구별 불가 시, 1공장 Offsite는 GSO 통합 리뷰 생성 = 부식관리 Only"
GSO,/PIPEWAY_UNIT_004,"리뷰 생성 중복 시 GSO는 우선순위 최후순위. 
오프사이트 모델은 공정모델과 별도 활용 검토 필요",,,,"구별 불가 시, 1공장 Offsite는 GSO 통합 리뷰 생성 = 부식관리 Only"
GSO,/PIPEWAY_UNIT_005,"리뷰 생성 중복 시 GSO는 우선순위 최후순위. 
오프사이트 모델은 공정모델과 별도 활용 검토 필요",,,,"구별 불가 시, 1공장 Offsite는 GSO 통합 리뷰 생성 = 부식관리 Only"
GSO,/PIPEWAY_UNIT_006,"리뷰 생성 중복 시 GSO는 우선순위 최후순위. 
오프사이트 모델은 공정모델과 별도 활용 검토 필요",,,,"구별 불가 시, 1공장 Offsite는 GSO 통합 리뷰 생성 = 부식관리 Only"
GSO,/PIPEWAY_UNIT_007,"리뷰 생성 중복 시 GSO는 우선순위 최후순위. 
오프사이트 모델은 공정모델과 별도 활용 검토 필요",,,,"구별 불가 시, 1공장 Offsite는 GSO 통합 리뷰 생성 = 부식관리 Only"
GSO,/PIPEWAY_UNIT_015,"리뷰 생성 중복 시 GSO는 우선순위 최후순위. 
오프사이트 모델은 공정모델과 별도 활용 검토 필요",,,,"구별 불가 시, 1공장 Offsite는 GSO 통합 리뷰 생성 = 부식관리 Only"
GSO,/PIPEWAY_UNIT_016,"리뷰 생성 중복 시 GSO는 우선순위 최후순위. 
오프사이트 모델은 공정모델과 별도 활용 검토 필요",,,,"구별 불가 시, 1공장 Offsite는 GSO 통합 리뷰 생성 = 부식관리 Only"
GSO,/PIPEWAY_UNIT_020,"리뷰 생성 중복 시 GSO는 우선순위 최후순위. 
오프사이트 모델은 공정모델과 별도 활용 검토 필요",,,,"구별 불가 시, 1공장 Offsite는 GSO 통합 리뷰 생성 = 부식관리 Only"
GSO,/PIPEWAY_UNIT_020_보온,"리뷰 생성 중복 시 GSO는 우선순위 최후순위. 
오프사이트 모델은 공정모델과 별도 활용 검토 필요",,,,"구별 불가 시, 1공장 Offsite는 GSO 통합 리뷰 생성 = 부식관리 Only"
GSO,/PIPEWAY_UNIT_021,"리뷰 생성 중복 시 GSO는 우선순위 최후순위. 
오프사이트 모델은 공정모델과 별도 활용 검토 필요",,,,"구별 불가 시, 1공장 Offsite는 GSO 통합 리뷰 생성 = 부식관리 Only"
GSO,/PIPEWAY_UNIT_021_구조진단,"리뷰 생성 중복 시 GSO는 우선순위 최후순위. 
오프사이트 모델은 공정모델과 별도 활용 검토 필요",,,,"구별 불가 시, 1공장 Offsite는 GSO 통합 리뷰 생성 = 부식관리 Only"
GSO,/PIPEWAY_UNIT_021_보온,"리뷰 생성 중복 시 GSO는 우선순위 최후순위. 
오프사이트 모델은 공정모델과 별도 활용 검토 필요",,,,"구별 불가 시, 1공장 Offsite는 GSO 통합 리뷰 생성 = 부식관리 Only"
GSO,/PIPEWAY_UNIT_022,"리뷰 생성 중복 시 GSO는 우선순위 최후순위. 
오프사이트 모델은 공정모델과 별도 활용 검토 필요",,,,"구별 불가 시, 1공장 Offsite는 GSO 통합 리뷰 생성 = 부식관리 Only"
GSO,/PIPEWAY_UNIT_024,"리뷰 생성 중복 시 GSO는 우선순위 최후순위. 
오프사이트 모델은 공정모델과 별도 활용 검토 필요",,,,"구별 불가 시, 1공장 Offsite는 GSO 통합 리뷰 생성 = 부식관리 Only"
GSO,/PIPEWAY_UNIT_024_보온,"리뷰 생성 중복 시 GSO는 우선순위 최후순위. 
오프사이트 모델은 공정모델과 별도 활용 검토 필요",,,,"구별 불가 시, 1공장 Offsite는 GSO 통합 리뷰 생성 = 부식관리 Only"
GSO,/PIPEWAY_UNIT_025,"리뷰 생성 중복 시 GSO는 우선순위 최후순위. 
오프사이트 모델은 공정모델과 별도 활용 검토 필요",,,,"구별 불가 시, 1공장 Offsite는 GSO 통합 리뷰 생성 = 부식관리 Only"
GSO,/PIPEWAY_UNIT_025_구조진단,"리뷰 생성 중복 시 GSO는 우선순위 최후순위. 
오프사이트 모델은 공정모델과 별도 활용 검토 필요",,,,"구별 불가 시, 1공장 Offsite는 GSO 통합 리뷰 생성 = 부식관리 Only"
GSO,/PIPEWAY_UNIT_026,"리뷰 생성 중복 시 GSO는 우선순위 최후순위. 
오프사이트 모델은 공정모델과 별도 활용 검토 필요",,,,"구별 불가 시, 1공장 Offsite는 GSO 통합 리뷰 생성 = 부식관리 Only"
GSO,/PIPEWAY_UNIT_026_구조진단,"리뷰 생성 중복 시 GSO는 우선순위 최후순위. 
오프사이트 모델은 공정모델과 별도 활용 검토 필요",,,,"구별 불가 시, 1공장 Offsite는 GSO 통합 리뷰 생성 = 부식관리 Only"
GSO,/PIPEWAY_UNIT_029,"리뷰 생성 중복 시 GSO는 우선순위 최후순위. 
오프사이트 모델은 공정모델과 별도 활용 검토 필요",,,,"구별 불가 시, 1공장 Offsite는 GSO 통합 리뷰 생성 = 부식관리 Only"
GSO,/PIPEWAY_UNIT_029_보온,"리뷰 생성 중복 시 GSO는 우선순위 최후순위. 
오프사이트 모델은 공정모델과 별도 활용 검토 필요",,,,"구별 불가 시, 1공장 Offsite는 GSO 통합 리뷰 생성 = 부식관리 Only"
GSO,/PIPEWAY_UNIT_032,"리뷰 생성 중복 시 GSO는 우선순위 최후순위. 
오프사이트 모델은 공정모델과 별도 활용 검토 필요",,,,"구별 불가 시, 1공장 Offsite는 GSO 통합 리뷰 생성 = 부식관리 Only"
GSO,/PIPEWAY_UNIT_034,"리뷰 생성 중복 시 GSO는 우선순위 최후순위. 
오프사이트 모델은 공정모델과 별도 활용 검토 필요",,,,"구별 불가 시, 1공장 Offsite는 GSO 통합 리뷰 생성 = 부식관리 Only"
GSO,/PIPEWAY_UNIT_052,"리뷰 생성 중복 시 GSO는 우선순위 최후순위. 
오프사이트 모델은 공정모델과 별도 활용 검토 필요",,,,"구별 불가 시, 1공장 Offsite는 GSO 통합 리뷰 생성 = 부식관리 Only"
GSO,/PIPEWAY_UNIT_053,"리뷰 생성 중복 시 GSO는 우선순위 최후순위. 
오프사이트 모델은 공정모델과 별도 활용 검토 필요",,,,"구별 불가 시, 1공장 Offsite는 GSO 통합 리뷰 생성 = 부식관리 Only"
GSO,/PIPEWAY_UNIT_054,"리뷰 생성 중복 시 GSO는 우선순위 최후순위. 
오프사이트 모델은 공정모델과 별도 활용 검토 필요",,,,"구별 불가 시, 1공장 Offsite는 GSO 통합 리뷰 생성 = 부식관리 Only"
GSO,/PIPEWAY_UNIT_056,"리뷰 생성 중복 시 GSO는 우선순위 최후순위. 
오프사이트 모델은 공정모델과 별도 활용 검토 필요",,,,"구별 불가 시, 1공장 Offsite는 GSO 통합 리뷰 생성 = 부식관리 Only"
GSO,/PIPEWAY_UNIT_062,"리뷰 생성 중복 시 GSO는 우선순위 최후순위. 
오프사이트 모델은 공정모델과 별도 활용 검토 필요",,,,"구별 불가 시, 1공장 Offsite는 GSO 통합 리뷰 생성 = 부식관리 Only"
GSO,/PIPEWAY_UNIT_063,"리뷰 생성 중복 시 GSO는 우선순위 최후순위. 
오프사이트 모델은 공정모델과 별도 활용 검토 필요",,,,"구별 불가 시, 1공장 Offsite는 GSO 통합 리뷰 생성 = 부식관리 Only"
GSO,/PIPEWAY_UNIT_064,"리뷰 생성 중복 시 GSO는 우선순위 최후순위. 
오프사이트 모델은 공정모델과 별도 활용 검토 필요",,,,"구별 불가 시, 1공장 Offsite는 GSO 통합 리뷰 생성 = 부식관리 Only"
GSO,/PIPEWAY_UNIT_066,"리뷰 생성 중복 시 GSO는 우선순위 최후순위. 
오프사이트 모델은 공정모델과 별도 활용 검토 필요",,,,"구별 불가 시, 1공장 Offsite는 GSO 통합 리뷰 생성 = 부식관리 Only"
GSO,/PIPEWAY_UNIT_067,"리뷰 생성 중복 시 GSO는 우선순위 최후순위. 
오프사이트 모델은 공정모델과 별도 활용 검토 필요",,,,"구별 불가 시, 1공장 Offsite는 GSO 통합 리뷰 생성 = 부식관리 Only"
GSO,/PIPEWAY_UNIT_072,"리뷰 생성 중복 시 GSO는 우선순위 최후순위. 
오프사이트 모델은 공정모델과 별도 활용 검토 필요",,,,"구별 불가 시, 1공장 Offsite는 GSO 통합 리뷰 생성 = 부식관리 Only"
GSO,/PIPEWAY_UNIT_073,"리뷰 생성 중복 시 GSO는 우선순위 최후순위. 
오프사이트 모델은 공정모델과 별도 활용 검토 필요",,,,"구별 불가 시, 1공장 Offsite는 GSO 통합 리뷰 생성 = 부식관리 Only"
GSO,/PIPEWAY_UNIT_074,"리뷰 생성 중복 시 GSO는 우선순위 최후순위. 
오프사이트 모델은 공정모델과 별도 활용 검토 필요",,,,"구별 불가 시, 1공장 Offsite는 GSO 통합 리뷰 생성 = 부식관리 Only"
GSO,/PIPEWAY_UNIT_075,"리뷰 생성 중복 시 GSO는 우선순위 최후순위. 
오프사이트 모델은 공정모델과 별도 활용 검토 필요",,,,"구별 불가 시, 1공장 Offsite는 GSO 통합 리뷰 생성 = 부식관리 Only"
GSO,/PIPEWAY_UNIT_076,"리뷰 생성 중복 시 GSO는 우선순위 최후순위. 
오프사이트 모델은 공정모델과 별도 활용 검토 필요",,,,"구별 불가 시, 1공장 Offsite는 GSO 통합 리뷰 생성 = 부식관리 Only"
GSO,/PIPEWAY_UNIT_077,"리뷰 생성 중복 시 GSO는 우선순위 최후순위. 
오프사이트 모델은 공정모델과 별도 활용 검토 필요",,,,"구별 불가 시, 1공장 Offsite는 GSO 통합 리뷰 생성 = 부식관리 Only"
GSO,/PIPEWAY_UNIT_079,"리뷰 생성 중복 시 GSO는 우선순위 최후순위. 
오프사이트 모델은 공정모델과 별도 활용 검토 필요",,,,"구별 불가 시, 1공장 Offsite는 GSO 통합 리뷰 생성 = 부식관리 Only"
GSO,/PIPEWAY_UNIT_085,"리뷰 생성 중복 시 GSO는 우선순위 최후순위. 
오프사이트 모델은 공정모델과 별도 활용 검토 필요",,,,"구별 불가 시, 1공장 Offsite는 GSO 통합 리뷰 생성 = 부식관리 Only"
GSO,/PIPEWAY_UNIT_087,"리뷰 생성 중복 시 GSO는 우선순위 최후순위. 
오프사이트 모델은 공정모델과 별도 활용 검토 필요",,,,"구별 불가 시, 1공장 Offsite는 GSO 통합 리뷰 생성 = 부식관리 Only"
GSO,/PIPEWAY_UNIT_089,"리뷰 생성 중복 시 GSO는 우선순위 최후순위. 
오프사이트 모델은 공정모델과 별도 활용 검토 필요",,,,"구별 불가 시, 1공장 Offsite는 GSO 통합 리뷰 생성 = 부식관리 Only"
GSO,/PIPEWAY_UNIT_090,"리뷰 생성 중복 시 GSO는 우선순위 최후순위. 
오프사이트 모델은 공정모델과 별도 활용 검토 필요",,,,"구별 불가 시, 1공장 Offsite는 GSO 통합 리뷰 생성 = 부식관리 Only"
GSO,/PIPEWAY_UNIT_093,"리뷰 생성 중복 시 GSO는 우선순위 최후순위. 
오프사이트 모델은 공정모델과 별도 활용 검토 필요",,,,"구별 불가 시, 1공장 Offsite는 GSO 통합 리뷰 생성 = 부식관리 Only"
GSO,/PIPEWAY_UNIT_095,"리뷰 생성 중복 시 GSO는 우선순위 최후순위. 
오프사이트 모델은 공정모델과 별도 활용 검토 필요",,,,"구별 불가 시, 1공장 Offsite는 GSO 통합 리뷰 생성 = 부식관리 Only"
GSO,/PIPEWAY_UNIT_097,"리뷰 생성 중복 시 GSO는 우선순위 최후순위. 
오프사이트 모델은 공정모델과 별도 활용 검토 필요",,,,"구별 불가 시, 1공장 Offsite는 GSO 통합 리뷰 생성 = 부식관리 Only"
GSO,/PIPEWAY_UNIT_098,"리뷰 생성 중복 시 GSO는 우선순위 최후순위. 
오프사이트 모델은 공정모델과 별도 활용 검토 필요",,,,"구별 불가 시, 1공장 Offsite는 GSO 통합 리뷰 생성 = 부식관리 Only"
GSO,/PIPEWAY_UNIT_103,"리뷰 생성 중복 시 GSO는 우선순위 최후순위. 
오프사이트 모델은 공정모델과 별도 활용 검토 필요",,,,"구별 불가 시, 1공장 Offsite는 GSO 통합 리뷰 생성 = 부식관리 Only"
GSO,/PIPEWAY_UNIT_104,"리뷰 생성 중복 시 GSO는 우선순위 최후순위. 
오프사이트 모델은 공정모델과 별도 활용 검토 필요",,,,"구별 불가 시, 1공장 Offsite는 GSO 통합 리뷰 생성 = 부식관리 Only"
GSO,/PIPEWAY_UNIT_105,"리뷰 생성 중복 시 GSO는 우선순위 최후순위. 
오프사이트 모델은 공정모델과 별도 활용 검토 필요",,,,"구별 불가 시, 1공장 Offsite는 GSO 통합 리뷰 생성 = 부식관리 Only"
GSO,/PIPEWAY_UNIT_106,"리뷰 생성 중복 시 GSO는 우선순위 최후순위. 
오프사이트 모델은 공정모델과 별도 활용 검토 필요",,,,"구별 불가 시, 1공장 Offsite는 GSO 통합 리뷰 생성 = 부식관리 Only"
GSO,/PIPEWAY_UNIT_107,"리뷰 생성 중복 시 GSO는 우선순위 최후순위. 
오프사이트 모델은 공정모델과 별도 활용 검토 필요",,,,"구별 불가 시, 1공장 Offsite는 GSO 통합 리뷰 생성 = 부식관리 Only"
GSO,/PIPEWAY_UNIT_109,"리뷰 생성 중복 시 GSO는 우선순위 최후순위. 
오프사이트 모델은 공정모델과 별도 활용 검토 필요",,,,"구별 불가 시, 1공장 Offsite는 GSO 통합 리뷰 생성 = 부식관리 Only"
GSO,/PIPEWAY_UNIT_110,"리뷰 생성 중복 시 GSO는 우선순위 최후순위. 
오프사이트 모델은 공정모델과 별도 활용 검토 필요",,,,"구별 불가 시, 1공장 Offsite는 GSO 통합 리뷰 생성 = 부식관리 Only"
GSO,/PIPEWAY_UNIT_115,"리뷰 생성 중복 시 GSO는 우선순위 최후순위. 
오프사이트 모델은 공정모델과 별도 활용 검토 필요",,,,"구별 불가 시, 1공장 Offsite는 GSO 통합 리뷰 생성 = 부식관리 Only"
GSO,/PIPEWAY_UNIT_116,"리뷰 생성 중복 시 GSO는 우선순위 최후순위. 
오프사이트 모델은 공정모델과 별도 활용 검토 필요",,,,"구별 불가 시, 1공장 Offsite는 GSO 통합 리뷰 생성 = 부식관리 Only"
GSO,/PIPEWAY_UNIT_120,"리뷰 생성 중복 시 GSO는 우선순위 최후순위. 
오프사이트 모델은 공정모델과 별도 활용 검토 필요",,,,"구별 불가 시, 1공장 Offsite는 GSO 통합 리뷰 생성 = 부식관리 Only"
GSO,/PIPEWAY_UNIT_120_구조진단,"리뷰 생성 중복 시 GSO는 우선순위 최후순위. 
오프사이트 모델은 공정모델과 별도 활용 검토 필요",,,,"구별 불가 시, 1공장 Offsite는 GSO 통합 리뷰 생성 = 부식관리 Only"
GSO,/PIPEWAY_UNIT_121,"리뷰 생성 중복 시 GSO는 우선순위 최후순위. 
오프사이트 모델은 공정모델과 별도 활용 검토 필요",,,,"구별 불가 시, 1공장 Offsite는 GSO 통합 리뷰 생성 = 부식관리 Only"
GSO,/PIPEWAY_UNIT_121_보온,"리뷰 생성 중복 시 GSO는 우선순위 최후순위. 
오프사이트 모델은 공정모델과 별도 활용 검토 필요",,,,"구별 불가 시, 1공장 Offsite는 GSO 통합 리뷰 생성 = 부식관리 Only"
GSO,/PIPEWAY_UNIT_126,"리뷰 생성 중복 시 GSO는 우선순위 최후순위. 
오프사이트 모델은 공정모델과 별도 활용 검토 필요",,,,"구별 불가 시, 1공장 Offsite는 GSO 통합 리뷰 생성 = 부식관리 Only"
GSO,/PIPEWAY_UNIT_152,"리뷰 생성 중복 시 GSO는 우선순위 최후순위. 
오프사이트 모델은 공정모델과 별도 활용 검토 필요",,,,"구별 불가 시, 1공장 Offsite는 GSO 통합 리뷰 생성 = 부식관리 Only"
GSO,/PIPEWAY_UNIT_153,"리뷰 생성 중복 시 GSO는 우선순위 최후순위. 
오프사이트 모델은 공정모델과 별도 활용 검토 필요",,,,"구별 불가 시, 1공장 Offsite는 GSO 통합 리뷰 생성 = 부식관리 Only"
GSO,/PIPEWAY_UNIT_154,"리뷰 생성 중복 시 GSO는 우선순위 최후순위. 
오프사이트 모델은 공정모델과 별도 활용 검토 필요",,,,"구별 불가 시, 1공장 Offsite는 GSO 통합 리뷰 생성 = 부식관리 Only"
GSO,/PIPEWAY_UNIT_155,"리뷰 생성 중복 시 GSO는 우선순위 최후순위. 
오프사이트 모델은 공정모델과 별도 활용 검토 필요",,,,"구별 불가 시, 1공장 Offsite는 GSO 통합 리뷰 생성 = 부식관리 Only"
GSO,/PIPEWAY_UNIT_156,"리뷰 생성 중복 시 GSO는 우선순위 최후순위. 
오프사이트 모델은 공정모델과 별도 활용 검토 필요",,,,"구별 불가 시, 1공장 Offsite는 GSO 통합 리뷰 생성 = 부식관리 Only"
GSO,/PIPEWAY_UNIT_159,"리뷰 생성 중복 시 GSO는 우선순위 최후순위. 
오프사이트 모델은 공정모델과 별도 활용 검토 필요",,,,"구별 불가 시, 1공장 Offsite는 GSO 통합 리뷰 생성 = 부식관리 Only"
GSO,/PIPEWAY_UNIT_166,"리뷰 생성 중복 시 GSO는 우선순위 최후순위. 
오프사이트 모델은 공정모델과 별도 활용 검토 필요",,,,"구별 불가 시, 1공장 Offsite는 GSO 통합 리뷰 생성 = 부식관리 Only"
GSO,/PIPEWAY_UNIT_201,"리뷰 생성 중복 시 GSO는 우선순위 최후순위. 
오프사이트 모델은 공정모델과 별도 활용 검토 필요",,,,"구별 불가 시, 1공장 Offsite는 GSO 통합 리뷰 생성 = 부식관리 Only"
GSO,/PIPEWAY_UNIT_203,"리뷰 생성 중복 시 GSO는 우선순위 최후순위. 
오프사이트 모델은 공정모델과 별도 활용 검토 필요",,,,"구별 불가 시, 1공장 Offsite는 GSO 통합 리뷰 생성 = 부식관리 Only"
